exam_year,state,city,center_name,center_id,total_students,above_600_marks,above_700_marks,center_average_marks,center_median_marks,state_average_marks,state_median_marks,national_average_marks,national_median_marks,Ultra_High_Score_Ratio,High_Score_Ratio,Center_v_National_Gap,Center_v_State_Gap,Center_Std_Dev,Center_Skewness,Center_Kurtosis,Anomaly_Flag,Anomaly_Score,Anomaly_Type
2024,Jammu and Kashmir,Anantnag,Govt.Boys Model Higher Secondary School,250312,354,8,0,219.64,180.5,205.41,162,217.16,163,0.0,0.0225988700564971,2.4799999999999898,14.22999999999999,150.666,1.045,0.42,1,0.039625513636293686,Normal Center
2024,Jammu and Kashmir,Jammu,Kendriya Vidyalaya Kaluchak,250118,432,5,0,193.66,146.5,205.41,162,217.16,163,0.0,0.011574074074074,-23.5,-11.75,144.101,1.12,0.631,1,0.03675202025262081,Normal Center
2024,Jammu and Kashmir,Anantnag,Hss Wanpoh,250315,257,5,0,223.2,191.0,205.41,162,217.16,163,0.0,0.0194552529182879,6.039999999999992,17.789999999999992,156.809,0.915,0.146,1,0.04048713455936992,Normal Center
2024,Jammu and Kashmir,Jammu,Dewan Badrinath Vidyamandir,250127,282,2,0,188.52,145.0,205.41,162,217.16,163,0.0,0.0070921985815602,-28.639999999999983,-16.889999999999986,138.02,1.068,0.482,1,0.03775215007449739,Normal Center
2024,Jammu and Kashmir,Udhampur,Army Public School Udhampur,251001,372,15,0,234.83,204.0,205.41,162,217.16,163,0.0,0.0403225806451612,17.670000000000016,29.420000000000016,154.155,0.866,0.186,1,0.03930659860730257,Normal Center
2024,Jammu and Kashmir,Jammu,Kendriya Vidyalaya (Crpf) Bantalab,250111,483,10,0,202.92,150.0,205.41,162,217.16,163,0.0,0.020703933747412,-14.240000000000007,-2.490000000000009,155.148,0.974,0.068,1,0.03676923777358959,Normal Center
2024,Jammu and Kashmir,Jammu,Kendriya Vidyalaya No.I Akhnoor,250129,251,2,0,194.65,151.0,205.41,162,217.16,163,0.0,0.0079681274900398,-22.50999999999999,-10.759999999999993,143.738,0.956,0.1,1,0.04036882816625126,Normal Center
2024,Jammu and Kashmir,Jammu,Kendriya Vidyalaya Nagrota,250116,459,6,0,195.48,155.0,205.41,162,217.16,163,0.0,0.0130718954248366,-21.680000000000007,-9.930000000000009,142.245,0.952,0.305,1,0.041906169444466235,Normal Center
2024,Jammu and Kashmir,Jammu,J&K Police Public School Miran Sahib Jammu Jk,250128,278,2,0,192.95,162.0,205.41,162,217.16,163,0.0,0.0071942446043165,-24.210000000000008,-12.460000000000008,141.614,0.925,0.36,1,0.04173159270644411,Normal Center
2024,Jammu and Kashmir,Jammu,Jodhamal Public School,250117,464,5,0,196.11,150.0,205.41,162,217.16,163,0.0,0.0107758620689655,-21.049999999999983,-9.299999999999985,143.614,1.159,0.765,1,0.0361317792662576,Normal Center
2024,Jammu and Kashmir,Jammu,Bsf Sr Sec School,250110,496,9,0,205.05,159.5,205.41,162,217.16,163,0.0,0.0181451612903225,-12.109999999999983,-0.3599999999999852,151.719,0.981,0.27,1,0.03862352179053896,Normal Center
2024,Jammu and Kashmir,Jammu,International Delhi Public School Jammu J & K,250119,398,4,0,200.39,167.0,205.41,162,217.16,163,0.0,0.0100502512562814,-16.77000000000001,-5.02000000000001,144.027,0.914,0.204,1,0.04086415727489956,Normal Center
2024,Jammu and Kashmir,Jammu,Kendriya Vidyalaya Miran Sahib,250126,279,4,0,195.36,155.0,205.41,162,217.16,163,0.0,0.014336917562724,-21.799999999999983,-10.049999999999985,147.584,1.177,0.793,1,0.03559950562009723,Normal Center
2024,Jammu and Kashmir,Anantnag,Smart Mission High School,250314,282,2,0,211.85,175.0,205.41,162,217.16,163,0.0,0.0070921985815602,-5.310000000000002,6.439999999999998,145.248,0.844,0.013,1,0.03870740861831434,Normal Center
2024,Jammu and Kashmir,Anantnag,Govt Girls Higher Secondary School,250313,326,8,0,224.97,186.0,205.41,162,217.16,163,0.0,0.0245398773006134,7.810000000000002,19.56,156.169,0.94,0.098,1,0.039242428014970354,Normal Center
2024,Jammu and Kashmir,Jammu,Army Public School Damana,250121,349,5,1,189.22,152.0,205.41,162,217.16,163,0.0028653295128939,0.0171919770773638,-27.94,-16.189999999999998,138.692,1.241,1.263,1,0.022865300506254904,Normal Center
2024,Jammu and Kashmir,Jammu,Birla Open Minds International School,250107,482,5,0,194.54,150.0,205.41,162,217.16,163,0.0,0.0103734439834024,-22.620000000000005,-10.870000000000005,139.206,1.066,0.665,1,0.038986052622662415,Normal Center
2024,Jammu and Kashmir,Anantnag,Govt Girls Higher Secondary School,250304,494,3,0,207.65,178.5,205.41,162,217.16,163,0.0,0.0060728744939271,-9.509999999999993,2.240000000000009,139.116,0.827,-0.08,1,0.038443105052723914,Normal Center
2024,Jammu and Kashmir,Jammu,Jammu Sanskriti School Jammu,250109,487,9,1,195.05,155.0,205.41,162,217.16,163,0.002053388090349,0.0205338809034907,-22.109999999999985,-10.359999999999983,145.829,1.14,0.808,1,0.03190653444069158,Normal Center
2024,Jammu and Kashmir,Anantnag,Delhi Public School Anantnag,250303,538,9,0,207.43,173.0,205.41,162,217.16,163,0.0,0.0167286245353159,-9.72999999999999,2.0200000000000102,143.549,0.984,0.529,1,0.038443927497148145,Normal Center
2024,Jammu and Kashmir,Badgam,Delhi Public School Budgam,250501,703,16,0,197.45,152.0,205.41,162,217.16,163,0.0,0.0227596017069701,-19.710000000000008,-7.960000000000008,150.939,1.171,0.712,1,0.03666333314138526,Normal Center
2024,Jammu and Kashmir,Kupwara,Govt Boys Hr. Secondary School,250702,400,3,0,183.27,148.5,205.41,162,217.16,163,0.0,0.0075,-33.889999999999986,-22.139999999999983,134.4,1.114,0.898,1,0.03616739392066404,Normal Center
2024,Jammu and Kashmir,Kupwara,Govt Boys Hr Secondary School,250705,144,1,0,186.0,133.0,205.41,162,217.16,163,0.0,0.0069444444444444,-31.16,-19.41,136.064,1.13,0.636,1,0.0363981454817231,Normal Center
2024,Jammu and Kashmir,Anantnag,Govt Women College Anantnah,250302,570,11,0,213.67,167.0,205.41,162,217.16,163,0.0,0.019298245614035,-3.490000000000009,8.259999999999991,153.894,0.976,0.137,1,0.037034673471838364,Normal Center
2024,Jammu and Kashmir,Jammu,Model Academy,250130,457,7,0,210.18,166.0,205.41,162,217.16,163,0.0,0.0153172866520787,-6.97999999999999,4.77000000000001,150.879,0.851,-0.073,1,0.038178622602449364,Normal Center
2024,Jammu and Kashmir,Anantnag,Oxford Presentation School,250305,495,7,0,222.91,191.0,205.41,162,217.16,163,0.0,0.0141414141414141,5.75,17.5,151.031,0.781,-0.16,1,0.03740058187283052,Normal Center
2024,Jammu and Kashmir,Jammu,R.M. Public School,250108,486,12,1,203.15,157.0,205.41,162,217.16,163,0.0020576131687242,0.0267489711934156,-14.009999999999993,-2.259999999999991,153.289,1.035,0.453,1,0.03617873333859084,Normal Center
2024,Jammu and Kashmir,Jammu,K.C International School,250101,573,9,0,204.09,157.0,205.41,162,217.16,163,0.0,0.0157068062827225,-13.069999999999991,-1.3199999999999932,151.349,0.949,0.149,1,0.04086415727489956,Normal Center
2024,Jammu and Kashmir,Samba,Army Public School Samba,250902,426,6,0,205.81,168.5,205.41,162,217.16,163,0.0,0.0140845070422535,-11.349999999999994,0.4000000000000057,145.454,0.913,0.225,1,0.040075091928707174,Normal Center
2024,Jammu and Kashmir,Jammu,K C Public School,250106,483,5,0,193.7,158.0,205.41,162,217.16,163,0.0,0.010351966873706,-23.460000000000008,-11.710000000000008,137.343,1.058,0.705,1,0.03845764391546197,Normal Center
2024,Jammu and Kashmir,Kupwara,Govt Girls Hr. Secondary School,250704,210,3,0,179.35,145.0,205.41,162,217.16,163,0.0,0.0142857142857142,-37.81,-26.06,132.373,1.309,1.374,1,0.03544355102575075,Normal Center
2024,Jammu and Kashmir,Kupwara,Govt Womens College,250703,376,3,0,185.52,144.5,205.41,162,217.16,163,0.0,0.0079787234042553,-31.639999999999983,-19.889999999999983,137.765,1.009,0.512,1,0.03829848925318663,Normal Center
2024,Jammu and Kashmir,Srinagar (J And K),Govt. College For Women Nawakadal,250224,329,15,0,219.46,169.0,205.41,162,217.16,163,0.0,0.0455927051671732,2.300000000000012,14.050000000000011,161.262,1.083,0.462,1,0.03856823254084191,Normal Center
2024,Jammu and Kashmir,Srinagar (J And K),Mpml Higher Secondary School B D Khan Road Baghi-Dilawar Khan Srinagar,250223,350,8,0,203.85,163.5,205.41,162,217.16,163,0.0,0.0228571428571428,-13.310000000000002,-1.5600000000000025,146.52,1.074,0.637,1,0.03842695735094631,Normal Center
2024,Jammu and Kashmir,Srinagar (J And K),Candid Higher Secondry School,250215,469,13,0,199.32,149.0,205.41,162,217.16,163,0.0,0.0277185501066098,-17.840000000000003,-6.090000000000003,156.369,1.132,0.601,1,0.037459316512158836,Normal Center
2024,Jammu and Kashmir,Srinagar (J And K),Presentation Convent Hr.Sec. School,250212,490,17,1,216.78,161.0,205.41,162,217.16,163,0.0020408163265306,0.036734693877551,-0.3799999999999954,11.370000000000005,167.418,0.982,-0.022,1,0.03281137353736968,Normal Center
2024,Jammu and Kashmir,Srinagar (J And K),Amar Singh College,250213,466,10,0,204.27,158.5,205.41,162,217.16,163,0.0,0.0214592274678111,-12.889999999999986,-1.1399999999999864,151.861,1.093,0.55,1,0.03842695735094631,Normal Center
2024,Jammu and Kashmir,Srinagar (J And K),Islamia College Of Science And Commerce,250214,470,11,0,216.07,167.5,205.41,162,217.16,163,0.0,0.0234042553191489,-1.0900000000000034,10.659999999999997,158.301,1.003,0.194,1,0.03729992964066664,Normal Center
2024,Jammu and Kashmir,Srinagar (J And K),Kendriya Vidyalaya No. I Srinagar,250222,399,13,0,232.6,200.0,205.41,162,217.16,163,0.0,0.0325814536340852,15.439999999999998,27.19,160.126,0.881,0.068,1,0.03877862394775966,Normal Center
2024,Jammu and Kashmir,Srinagar (J And K),International Islamic School,250225,327,11,0,224.57,171.0,205.41,162,217.16,163,0.0,0.0336391437308868,7.409999999999997,19.16,167.599,1.015,0.092,1,0.036898261201450566,Normal Center
2024,Jammu and Kashmir,Kathua,Delhi Public School Kathua,250601,473,5,0,204.96,166.0,205.41,162,217.16,163,0.0,0.0105708245243128,-12.199999999999989,-0.4499999999999886,144.15,1.008,0.388,1,0.039904448078164345,Normal Center
2024,Jammu and Kashmir,Baramulla,Sanctorum Institute Of Education,250402,823,14,0,197.65,157.0,205.41,162,217.16,163,0.0,0.017010935601458,-19.50999999999999,-7.759999999999991,144.093,1.113,0.7,1,0.03869033021319812,Normal Center
2024,Jammu and Kashmir,Baramulla,Govt.Degree College Boys Baramulla,250405,308,4,0,186.57,146.5,205.41,162,217.16,163,0.0,0.0129870129870129,-30.590000000000003,-18.840000000000003,137.486,1.253,1.156,1,0.03323559011894439,Normal Center
2024,Jammu and Kashmir,Srinagar (J And K),Minto Circle English Medium High School ( Senior Secondary ),250207,555,12,1,217.78,173.0,205.41,162,217.16,163,0.0018018018018018,0.0234234234234234,0.6200000000000045,12.370000000000005,159.921,0.92,0.071,1,0.03588453330726643,Normal Center
2024,Jammu and Kashmir,Pulwama,Government Boys Higher Secondary School Pulwama,250807,236,4,0,185.0,144.0,205.41,162,217.16,163,0.0,0.0169491525423728,-32.16,-20.41,138.672,1.352,1.562,1,0.03649873356906358,Normal Center
2024,Jammu and Kashmir,Srinagar (J And K),Kashmir Government Polytechnic College,250209,515,21,0,231.43,172.0,205.41,162,217.16,163,0.0,0.0407766990291262,14.27000000000001,26.02000000000001,173.096,0.886,-0.249,1,0.03740058187283052,Normal Center
2024,Jammu and Kashmir,Srinagar (J And K),Delhi Public School Srinagar,250231,783,23,0,217.28,171.0,205.41,162,217.16,163,0.0,0.0293742017879948,0.1200000000000045,11.870000000000005,161.717,0.989,0.144,1,0.03729992964066664,Normal Center
2024,Jammu and Kashmir,Baramulla,Baramulla Public School,250404,472,5,0,183.29,144.0,205.41,162,217.16,163,0.0,0.010593220338983,-33.870000000000005,-22.120000000000005,136.462,1.216,1.032,1,0.03457290842091065,Normal Center
2024,Jammu and Kashmir,Baramulla,Delhi Public School Baramulla,250403,708,4,0,187.49,150.0,205.41,162,217.16,163,0.0,0.0056497175141242,-29.669999999999987,-17.919999999999987,135.716,1.152,0.808,1,0.03488885158666272,Normal Center
2024,Jammu and Kashmir,Pulwama,Govt Degree College Pulwama,250801,588,9,0,190.84,146.0,205.41,162,217.16,163,0.0,0.0153061224489795,-26.319999999999997,-14.569999999999991,144.842,1.19,0.91,1,0.03466156623265454,Normal Center
2024,Jammu and Kashmir,Srinagar (J And K),Gandhi Memorial College,250230,230,6,0,213.22,173.5,205.41,162,217.16,163,0.0,0.0260869565217391,-3.9399999999999977,7.810000000000002,156.701,0.944,0.16,1,0.03954815787719557,Normal Center
2024,Jammu and Kashmir,Srinagar (J And K),Govt. Boys Higher Secondary School,250208,540,16,1,219.11,167.5,205.41,162,217.16,163,0.0018518518518518,0.0314814814814814,1.950000000000017,13.700000000000015,159.372,0.951,0.146,1,0.038302134938731414,Normal Center
2024,Jammu and Kashmir,Pulwama,Govt Girls Hr. Sec School Pulwama,250806,283,6,0,195.05,148.0,205.41,162,217.16,163,0.0,0.0212014134275618,-22.109999999999985,-10.359999999999983,154.266,1.152,0.593,1,0.03666333314138526,Normal Center
2024,Jammu and Kashmir,Srinagar (J And K),National Institute Of Technology Srinagar,250201,857,32,0,217.05,168.0,205.41,162,217.16,163,0.0,0.0373395565927654,-0.1099999999999852,11.640000000000017,159.527,1.043,0.332,1,0.038056245050325066,Normal Center
2024,Jammu and Kashmir,Srinagar (J And K),Jk Police Public School,250206,565,21,0,212.57,166.0,205.41,162,217.16,163,0.0,0.0371681415929203,-4.590000000000003,7.159999999999997,159.541,1.115,0.456,1,0.035742107360566044,Normal Center
2024,Jammu and Kashmir,Pulwama,Lyceum International School,250808,269,6,0,196.11,146.0,205.41,162,217.16,163,0.0,0.0223048327137546,-21.049999999999983,-9.299999999999985,157.507,1.125,0.446,1,0.037459316512158836,Normal Center
2024,Jammu and Kashmir,Jammu,Rich Harvest School Samba Dt Jammu J&K,250124,350,4,0,189.69,156.0,205.41,162,217.16,163,0.0,0.0114285714285714,-27.47,-15.72,142.61,1.057,0.624,1,0.0374871999753556,Normal Center
2024,Jammu and Kashmir,Anantnag,Srj Govt Higher Secondary School Khanabal Anantnag,250316,234,3,0,198.35,159.5,205.41,162,217.16,163,0.0,0.0128205128205128,-18.81,-7.060000000000002,148.221,1.145,0.643,1,0.037194168218796064,Normal Center
2024,Jammu and Kashmir,Udhampur,Delhi Public School Udhampur,251002,371,5,0,212.51,177.0,205.41,162,217.16,163,0.0,0.013477088948787,-4.650000000000006,7.099999999999994,146.668,0.954,0.358,1,0.04082605188825367,Normal Center
2024,Jammu and Kashmir,Anantnag,Govt.Polytechnic College,250311,379,6,0,200.73,159.0,205.41,162,217.16,163,0.0,0.0158311345646438,-16.430000000000007,-4.680000000000007,140.569,1.095,0.687,1,0.03842695735094631,Normal Center
2024,Jammu and Kashmir,Jammu,Delhi Public School Nagbani Jammu- (West) J&K,250123,345,2,0,185.9,136.0,205.41,162,217.16,163,0.0,0.0057971014492753,-31.25999999999999,-19.50999999999999,139.82,1.147,0.601,1,0.0358662325190135,Normal Center
2024,Jammu and Kashmir,Jammu,Presentation Convent Sr. Sec. School,250115,471,8,0,205.98,160.0,205.41,162,217.16,163,0.0,0.0169851380042462,-11.180000000000009,0.5699999999999932,155.699,0.929,0.018,1,0.03849214826186281,Normal Center
